"gene_name","protein_id","swissprot_id","pdb_id","method","resol","chain","position"
"CTSS","NP_004070.3","P25774","2C0Y","X-ray","2.1","A","17-331"
"CTSS","NP_004070.3","P25774","2F1G","X-ray","1.9","A/B","112-331"
"CTSS","NP_004070.3","P25774","2FQ9","X-ray","1.65","A/B","114-331"
"CTSS","NP_004070.3","P25774","2FRA","X-ray","1.9","A/B","114-330"
"CTSS","NP_004070.3","P25774","2FRQ","X-ray","1.6","A/B","115-331"
"CTSS","NP_004070.3","P25774","2FT2","X-ray","1.7","A/B","114-331"
"CTSS","NP_004070.3","P25774","2FUD","X-ray","1.95","A/B","115-331"
"CTSS","NP_004070.3","P25774","2FYE","X-ray","2.2","A","115-331"
"CTSS","NP_004070.3","P25774","2G6D","X-ray","2.5","A","115-331"
"CTSS","NP_004070.3","P25774","2G7Y","X-ray","2","A/B","114-330"
"CTSS","NP_004070.3","P25774","2H7J","X-ray","1.5","A/B","112-331"
"CTSS","NP_004070.3","P25774","2HH5","X-ray","1.8","A/B","112-331"
"CTSS","NP_004070.3","P25774","2HHN","X-ray","1.55","A/B","112-331"
"CTSS","NP_004070.3","P25774","2HXZ","X-ray","1.9","A/B/C","112-331"
"CTSS","NP_004070.3","P25774","2OP3","X-ray","1.6","A/B","112-331"
"CTSS","NP_004070.3","P25774","2R9M","X-ray","1.97","A/B","115-331"
"CTSS","NP_004070.3","P25774","2R9N","X-ray","2","A/B","115-331"
"CTSS","NP_004070.3","P25774","2R9O","X-ray","2","A/B","115-331"
"CTSS","NP_004070.3","P25774","3IEJ","X-ray","2.18","A/B","115-331"
"CTSS","NP_004070.3","P25774","3KWN","X-ray","2.1","A/B","115-331"
"CUEDC1","NP_060419.1","Q9NWM3","2DHY","NMR","-","A","37-96"
"CWH43","NP_079363.2","Q9H720","-","-","-","-","-"
"CXCR2","NP_001548.1","P25025 ","-","-","-","-","-"
"CYBA","NP_000092.2","P13498","1WLP","NMR","-","A","149-167"
"CYR61","NP_001545.2","O00622","-","-","-","-","-"
"DAP3","NP_004623.1","P51398","-","-","-","-","-"
"DAP3","NP_387506.1","P51398","-","-","-","-","-"
"DAPK1","NP_004929.2","P53355 ","1IG1","X-ray","1.8","A","2-285"
"DAPK1","NP_004929.2","P53355 ","1JKK","X-ray","2.4","A","2-285"
"DAPK1","NP_004929.2","P53355 ","1JKL","X-ray","1.62","A","2-285"
"DAPK1","NP_004929.2","P53355 ","1JKS","X-ray","1.5","A","2-285"
"DAPK1","NP_004929.2","P53355 ","1JKT","X-ray","3.5","A/B","2-285"
"DAPK1","NP_004929.2","P53355 ","1P4F","X-ray","1.9","A","2-285"
"DAPK1","NP_004929.2","P53355 ","1WVW","X-ray","2.4","A","1-278"
"DAPK1","NP_004929.2","P53355 ","1WVX","X-ray","2.6","A","1-278"
"DAPK1","NP_004929.2","P53355 ","1WVY","X-ray","2.8","A","1-278"
"DAPK1","NP_004929.2","P53355 ","1YR5","X-ray","1.7","B","302-320"
"DAPK1","NP_004929.2","P53355 ","2W4J","X-ray","1.3","A","1-277"
"DAPK1","NP_004929.2","P53355 ","2W4K","X-ray","1.9","A","1-302"
"DAPK1","NP_004929.2","P53355 ","2X0G","X-ray","2.2","A","1-334"
"DAPK1","NP_004929.2","P53355 ","3DFC","X-ray","1.9","B","1-285"
"DAPK1","NP_004929.2","P53355 ","3DGK","X-ray","1.7","A","1-285"
"DAPK1","NP_004929.2","P53355 ","3EH9","X-ray","1.7","A","2-285"
"DAPK1","NP_004929.2","P53355 ","3EHA","X-ray","1.6","A","2-285"
"DAPK1","NP_004929.2","P53355 ","3F5G","X-ray","1.85","A","2-285"
"DAPK1","NP_004929.2","P53355 ","3F5U","X-ray","2","A","1-285"
"DAPK1","NP_004929.2","P53355 ","3GU4","X-ray","1.35","A","1-285"
"DAPK1","NP_004929.2","P53355 ","3GU5","X-ray","1.65","A","1-285"
"DAPK1","NP_004929.2","P53355 ","3GU6","X-ray","1.49","A","1-285"
"DAPK1","NP_004929.2","P53355 ","3GU7","X-ray","1.9","A","1-285"
"DAPK1","NP_004929.2","P53355 ","3GU8","X-ray","1.6","A","1-285"
"DAPK1","NP_004929.2","P53355 ","3GUB","X-ray","1.71","A","1-285"
"DDIT3","NP_004074.2","P35638 ","-","-","-","-","-"
"DDOST","NP_005207.2","P39656","-","-","-","-","-"
"DDX27","NP_060365.7","Q96GQ7","-","-","-","-","-"
"DEK","NP_001128181.1","P35659","1Q1V","NMR","-","A","309-375"
"DEK","NP_001128181.1","P35659","2JX3","NMR","-","A","78-208"
"DEK","NP_003463.1","P35659","1Q1V","NMR","-","A","309-375"
"DEK","NP_003463.1","P35659","2JX3","NMR","-","A","78-208"
"DHFR","NP_000782.1","P00374","1BOZ","X-ray","2.1","A","2-187"
"DHFR","NP_000782.1","P00374","1DHF","X-ray","2.3","A/B","2-187"
"DHFR","NP_000782.1","P00374","1DLR","X-ray","2.3","A","2-186"
"DHFR","NP_000782.1","P00374","1DLS","X-ray","2.3","A","2-186"
"DHFR","NP_000782.1","P00374","1DRF","X-ray","2","A","2-187"
"DHFR","NP_000782.1","P00374","1HFP","X-ray","2.1","A","2-186"
"DHFR","NP_000782.1","P00374","1HFQ","X-ray","2.1","A","2-186"
"DHFR","NP_000782.1","P00374","1HFR","X-ray","2.1","A","2-186"
"DHFR","NP_000782.1","P00374","1KMS","X-ray","1.09","A","2-186"
"DHFR","NP_000782.1","P00374","1KMV","X-ray","1.05","A","2-186"
"DHFR","NP_000782.1","P00374","1MVS","X-ray","1.9","A","1-187"
"DHFR","NP_000782.1","P00374","1MVT","X-ray","1.8","A","1-187"
"DHFR","NP_000782.1","P00374","1OHJ","X-ray","2.5","A","2-187"
"DHFR","NP_000782.1","P00374","1OHK","X-ray","2.5","A","2-187"
"DHFR","NP_000782.1","P00374","1PD8","X-ray","2.1","A","2-186"
"DHFR","NP_000782.1","P00374","1PD9","X-ray","2.2","A","2-186"
"DHFR","NP_000782.1","P00374","1PDB","X-ray","2.2","A","2-186"
"DHFR","NP_000782.1","P00374","1S3U","X-ray","2.5","A","2-186"
"DHFR","NP_000782.1","P00374","1S3V","X-ray","1.8","A","2-186"
"DHFR","NP_000782.1","P00374","1S3W","X-ray","1.9","A","2-186"
"DHFR","NP_000782.1","P00374","1U71","X-ray","2.2","A","2-186"
"DHFR","NP_000782.1","P00374","1U72","X-ray","1.9","A","2-186"
"DHFR","NP_000782.1","P00374","1YHO","NMR","-","A","2-186"
"DHFR","NP_000782.1","P00374","2C2S","X-ray","1.4","A/B","2-186"
"DHFR","NP_000782.1","P00374","2C2T","X-ray","1.5","A/B","2-186"
"DHFR","NP_000782.1","P00374","2DHF","X-ray","2.3","A/B","2-187"
"DHFR","NP_000782.1","P00374","2W3A","X-ray","1.5","A/B","1-187"
"DHFR","NP_000782.1","P00374","2W3B","X-ray","1.27","A/B","1-187"
"DHFR","NP_000782.1","P00374","2W3M","X-ray","1.6","A/B","1-187"
"DHFR","NP_000782.1","P00374","3EIG","X-ray","1.7","A","2-187"
"DHFR","NP_000782.1","P00374","3F8Y","X-ray","1.45","A","1-187"
"DHFR","NP_000782.1","P00374","3F8Z","X-ray","2.01","A","1-187"
"DHFR","NP_000782.1","P00374","3F91","X-ray","1.9","A","1-187"
"DHFR","NP_000782.1","P00374","3FS6","X-ray","1.23","A","1-187"
"DHFR","NP_000782.1","P00374","3GHC","X-ray","1.3","A","2-187"
"DHFR","NP_000782.1","P00374","3GHV","X-ray","1.3","A","2-187"
"DHFR","NP_000782.1","P00374","3GHW","X-ray","1.24","A","2-187"
"DHFR","NP_000782.1","P00374","3GI2","X-ray","1.53","A","1-187"
"DHFR","NP_000782.1","P00374","3GYF","X-ray","1.7","A","1-187"
"DLC1","NP_001157743.1","Q96QB1","2KAP","NMR","-","A","454-513"
"DLC1","NP_001157743.1","Q96QB1","3KUQ","X-ray","2.3","A","1074-1283"
"DLC1","NP_001157743.1","Q96QB1","2DKY","NMR","-","A","451-515"
"DLC1","NP_001157743.1","Q96QB1","2GYT","NMR","-","A","451-513"
"DLC1","NP_006085.2","Q96QB1","2KAP","NMR","-","A","454-513"
"DLC1","NP_006085.2","Q96QB1","3KUQ","X-ray","2.3","A","1074-1283"
"DLC1","NP_006085.2","Q96QB1","2DKY","NMR","-","A","451-515"
"DLC1","NP_006085.2","Q96QB1","2GYT","NMR","-","A","451-513"
"DLC1","NP_006085.2","Q96QB1","2KAP","NMR","-","A","454-513"
"DLC1","NP_006085.2","Q96QB1","3KUQ","X-ray","2.3","A","1074-1283"
"DLC1","NP_079043.2","-","-","-","-","-","-"
"DLC1","NP_872584.2","Q96QB1","2DKY","NMR","-","A","451-515"
"DLC1","NP_872584.2","Q96QB1","2GYT","NMR","-","A","451-513"
"DLC1","NP_872584.2","Q96QB1","2KAP","NMR","-","A","454-513"
"DLC1","NP_872584.2","Q96QB1","3KUQ","X-ray","2.3","A","1074-1283"
"DMC1","NP_008999.2","Q14565","1V5W","X-ray","3.2","A/B","1-340"
"DMC1","NP_008999.2","Q14565","2ZJB","X-ray","3.5","A/B","1-340"
"DNAJC9","NP_056005.1","Q8WXX5 ","-","-","-","-","-"
"DNMT1","NP_001124295.1","P26358 ","3EPZ","X-ray","2.31","A/B","351-600"
"DNMT1","NP_001370.1","P26358 ","3EPZ","X-ray","2.31","A/B","351-600"
"DNMT3L","NP_037501.2","Q9UJW3","2PV0","X-ray","3.3","A/B/C","1-387"
"DNMT3L","NP_037501.2","Q9UJW3","2PVC","X-ray","3.69","A/B/C","1-387"
"DNMT3L","NP_037501.2","Q9UJW3","2QRV","X-ray","2.89","B/C/F/G","160-387"
"DNMT3L","NP_787063.1","Q9UJW3","2PV0","X-ray","3.3","A/B/C","1-387"
"DNMT3L","NP_787063.1","Q9UJW3","2PVC","X-ray","3.69","A/B/C","1-387"
"DNMT3L","NP_787063.1","Q9UJW3","2QRV","X-ray","2.89","B/C/F/G","160-387"
"DSG1","NP_001933.2","Q02413 ","-","-","-","-","-"
"DSG2","NP_001934.2","Q14126","2YQG","NMR","-","A","47-162"
"DTL","NP_057532.2","Q9NZJ0 ","-","-","-","-","-"
"DUSP1","NP_004408.1","P28562","-","-","-","-","-"
"DUSP26","NP_076930.1","Q9BV47","2E0T","X-ray","1.67","A","61-211"
"DUT","NP_001020419.1","P33316","1Q5H","X-ray","2","A/B/C","112-252"
"DUT","NP_001020419.1","P33316","1Q5U","X-ray","2","X/Y/Z","112-252"
"DUT","NP_001020419.1","P33316","2HQU","X-ray","2.2","A/B/C","94-252"
"DUT","NP_001020419.1","P33316","3EHW","X-ray","1.8","A/B/C/X/Y/Z","94-252"
"DUT","NP_001020420.1","P33316","1Q5H","X-ray","2","A/B/C","112-252"
"DUT","NP_001020420.1","P33316","1Q5U","X-ray","2","X/Y/Z","112-252"
"DUT","NP_001020420.1","P33316","2HQU","X-ray","2.2","A/B/C","94-252"
"DUT","NP_001020420.1","P33316","3EHW","X-ray","1.8","A/B/C/X/Y/Z","94-252"
"DUT","NP_001939.1","P33316","1Q5H","X-ray","2","A/B/C","112-252"
"DUT","NP_001939.1","P33316","1Q5U","X-ray","2","X/Y/Z","112-252"
"DUT","NP_001939.1","P33316","2HQU","X-ray","2.2","A/B/C","94-252"
"DUT","NP_001939.1","P33316","3EHW","X-ray","1.8","A/B/C/X/Y/Z","94-252"
"E2F1","NP_005216.1","Q01094 ","1H24","X-ray","2.5","E","87-95"
"E2F1","NP_005216.1","Q01094 ","1O9K","X-ray","2.6","P/Q/R/S","409-426"
"E2F1","NP_005216.1","Q01094 ","2AZE","X-ray","2.55","B","200-301"
"E2F2","NP_004082.1","Q14209","1N4M","X-ray","2.2","C/D/E","410-427"
"E2F3","NP_001940.1","O00716","-","-","-","-","-"
"E2F4","NP_001941.2","Q16254","1CF7","X-ray","2.6","A","Nov-86"
"E2F5","NP_001077057.1","Q15329","-","-","-","-","-"
"E2F5","NP_001077058.1","Q15329","-","-","-","-","-"
"E2F5","NP_001942.2","Q15329","-","-","-","-","-"
"ECT2","NP_060568.3","Q9H8V3 ","3L46","X-ray","1.48","A/B","237-330"
"EDN1","NP_001946.3","P05305","1EDN","X-ray","2.18","A","53-73"
"EDN1","NP_001946.3","P05305","1EDP","NMR","-","A","53-69"
"EDN1","NP_001946.3","P05305","1T7H","X-ray","1.13","A/B","51-68"
"EDN1","NP_001946.3","P05305","1V6R","NMR","-","A","53-73"
"EDN2","NP_001947.1","P20800 ","-","-","-","-","-"
"EDN3","NP_996915.1","P14138 ","-","-","-","-","-"
"EDN3","NP_996916.1","P14138 ","-","-","-","-","-"
"EDN3","NP_996917.1","P14138 ","-","-","-","-","-"
"EDNRA","NP_001948.1","P25101","-","-","-","-","-"
"EFNA1","NP_004419.2","P20827","3CZU","X-ray","2.65","B","17-171"
"EFNA1","NP_004419.2","P20827","3HEI","X-ray","2","B/D/F/H/J/L/N/P","18-147"
"EFNA1","NP_004419.2","P20827","3MBW","X-ray","2.81","B","17-171"
"EFNA1","NP_872626.1","P20827","3CZU","X-ray","2.65","B","17-171"
"EFNA1","NP_872626.1","P20827","3HEI","X-ray","2","B/D/F/H/J/L/N/P","18-147"
"EFNA1","NP_872626.1","P20827","3MBW","X-ray","2.81","B","17-171"
"EGFR","NP_005219.2","P00533 ","1DNQ","model","-","A","25-336"
"EGFR","NP_005219.2","P00533 ","1DNR","model","-","A","337-645"
"EGFR","NP_005219.2","P00533 ","1IVO","X-ray","3.3","A/B","25-646"
"EGFR","NP_005219.2","P00533 ","1M14","X-ray","2.6","A","695-1022"
"EGFR","NP_005219.2","P00533 ","1M17","X-ray","2.6","A","695-1022"
"EGFR","NP_005219.2","P00533 ","1MOX","X-ray","2.5","A/B","25-525"
"EGFR","NP_005219.2","P00533 ","1NQL","X-ray","2.8","A","25-642"
"EGFR","NP_005219.2","P00533 ","1XKK","X-ray","2.4","A","695-1022"
"EGFR","NP_005219.2","P00533 ","1YY9","X-ray","2.6","A","25-642"
"EGFR","NP_005219.2","P00533 ","1Z9I","NMR","-","A","669-721"
"EGFR","NP_005219.2","P00533 ","2EB2","X-ray","2.5","A","695-1022"
"EGFR","NP_005219.2","P00533 ","2EB3","X-ray","2.84","A","695-1022"
"EGFR","NP_005219.2","P00533 ","2EXP","model","-","A","311-326"
"EGFR","NP_005219.2","P00533 ","2EXQ","model","-","A","27-536"
"EGFR","NP_005219.2","P00533 ","2GS2","X-ray","2.8","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2GS6","X-ray","2.6","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2GS7","X-ray","2.6","A/B","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITN","X-ray","2.47","A","696-1019"
"EGFR","NP_005219.2","P00533 ","2ITO","X-ray","3.25","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITP","X-ray","2.74","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITQ","X-ray","2.68","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITT","X-ray","2.73","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITU","X-ray","2.8","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITV","X-ray","2.47","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITW","X-ray","2.88","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITX","X-ray","2.98","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITY","X-ray","3.42","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2ITZ","X-ray","2.72","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2J5E","X-ray","3.1","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2J5F","X-ray","3","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2J6M","X-ray","3.1","A","696-1022"
"EGFR","NP_005219.2","P00533 ","2JIT","X-ray","3.1","A/B","696-1022"
"EGFR","NP_005219.2","P00533 ","2JIU","X-ray","3.05","A/B","695-1022"
"EGFR","NP_005219.2","P00533 ","2JIV","X-ray","3.5","A/B","695-1022"
"EGFR","NP_005219.2","P00533 ","2RF9","X-ray","3.5","A/B","696-1022"
"EGFR","NP_005219.2","P00533 ","2RFD","X-ray","3.6","A/B","702-1022"
"EGFR","NP_005219.2","P00533 ","2RFE","X-ray","2.9","A/B/C/D","702-1022"
"EGFR","NP_005219.2","P00533 ","2RGP","X-ray","2","A","702-1016"
"EGFR","NP_005219.2","P00533 ","3B2U","X-ray","2.58","A/B/E/I/M/P/S/V","335-538"
"EGFR","NP_005219.2","P00533 ","3B2V","X-ray","3.3","A","25-642"
"EGFR","NP_005219.2","P00533 ","3BEL","X-ray","2.3","A","702-1016"
"EGFR","NP_005219.2","P00533 ","3BUO","X-ray","2.6","A/C","1063-1075"
"EGFR","NP_005219.2","P00533 ","3C09","X-ray","3.2","A/D","335-538"
"EGFR","NP_005219.2","P00533 ","3G5V","X-ray","2","C","311-326"
"EGFR","NP_005219.2","P00533 ","3G5Y","X-ray","1.59","E","311-326"
"EGFR","NP_005219.2","P00533 ","3GOP","X-ray","2.8","A","669-1022"
"EGFR","NP_005219.2","P00533 ","3GT8","X-ray","2.96","A/B/C/D","696-1022"
"EGFR","NP_005219.2","P00533 ","3IKA","X-ray","2.9","A/B","694-1022"
"EGFR","NP_958439.1","P00533 ","1DNQ","model","-","A","25-336"
"EGFR","NP_958439.1","P00533 ","1DNR","model","-","A","337-645"
"EGFR","NP_958439.1","P00533 ","1IVO","X-ray","3.3","A/B","25-646"
"EGFR","NP_958439.1","P00533 ","1M14","X-ray","2.6","A","695-1022"
"EGFR","NP_958439.1","P00533 ","1M17","X-ray","2.6","A","695-1022"
"EGFR","NP_958439.1","P00533 ","1MOX","X-ray","2.5","A/B","25-525"
"EGFR","NP_958439.1","P00533 ","1NQL","X-ray","2.8","A","25-642"
"EGFR","NP_958439.1","P00533 ","1XKK","X-ray","2.4","A","695-1022"
"EGFR","NP_958439.1","P00533 ","1YY9","X-ray","2.6","A","25-642"
"EGFR","NP_958439.1","P00533 ","1Z9I","NMR","-","A","669-721"
"EGFR","NP_958439.1","P00533 ","2EB2","X-ray","2.5","A","695-1022"
"EGFR","NP_958439.1","P00533 ","2EB3","X-ray","2.84","A","695-1022"
"EGFR","NP_958439.1","P00533 ","2EXP","model","-","A","311-326"
"EGFR","NP_958439.1","P00533 ","2EXQ","model","-","A","27-536"
"EGFR","NP_958439.1","P00533 ","2GS2","X-ray","2.8","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2GS6","X-ray","2.6","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2GS7","X-ray","2.6","A/B","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITN","X-ray","2.47","A","696-1019"
"EGFR","NP_958439.1","P00533 ","2ITO","X-ray","3.25","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITP","X-ray","2.74","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITQ","X-ray","2.68","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITT","X-ray","2.73","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITU","X-ray","2.8","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITV","X-ray","2.47","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITW","X-ray","2.88","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITX","X-ray","2.98","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITY","X-ray","3.42","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2ITZ","X-ray","2.72","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2J5E","X-ray","3.1","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2J5F","X-ray","3","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2J6M","X-ray","3.1","A","696-1022"
"EGFR","NP_958439.1","P00533 ","2JIT","X-ray","3.1","A/B","696-1022"
"EGFR","NP_958439.1","P00533 ","2JIU","X-ray","3.05","A/B","695-1022"
"EGFR","NP_958439.1","P00533 ","2JIV","X-ray","3.5","A/B","695-1022"
"EGFR","NP_958439.1","P00533 ","2RF9","X-ray","3.5","A/B","696-1022"
"EGFR","NP_958439.1","P00533 ","2RFD","X-ray","3.6","A/B","702-1022"
"EGFR","NP_958439.1","P00533 ","2RFE","X-ray","2.9","A/B/C/D","702-1022"
"EGFR","NP_958439.1","P00533 ","2RGP","X-ray","2","A","702-1016"
"EGFR","NP_958439.1","P00533 ","3B2U","X-ray","2.58","A/B/E/I/M/P/S/V","335-538"
"EGFR","NP_958439.1","P00533 ","3B2V","X-ray","3.3","A","25-642"
"EGFR","NP_958439.1","P00533 ","3BEL","X-ray","2.3","A","702-1016"
"EGFR","NP_958439.1","P00533 ","3BUO","X-ray","2.6","A/C","1063-1075"
"EGFR","NP_958439.1","P00533 ","3C09","X-ray","3.2","A/D","335-538"
"EGFR","NP_958439.1","P00533 ","3G5V","X-ray","2","C","311-326"
"EGFR","NP_958439.1","P00533 ","3G5Y","X-ray","1.59","E","311-326"
"EGFR","NP_958439.1","P00533 ","3GOP","X-ray","2.8","A","669-1022"
"EGFR","NP_958439.1","P00533 ","3GT8","X-ray","2.96","A/B/C/D","696-1022"
"EGFR","NP_958439.1","P00533 ","3IKA","X-ray","2.9","A/B","694-1022"
"EGFR","NP_958440.1","P00533 ","1DNQ","model","-","A","25-336"
"EGFR","NP_958440.1","P00533 ","1DNR","model","-","A","337-645"
"EGFR","NP_958440.1","P00533 ","1IVO","X-ray","3.3","A/B","25-646"
"EGFR","NP_958440.1","P00533 ","1M14","X-ray","2.6","A","695-1022"
"EGFR","NP_958440.1","P00533 ","1M17","X-ray","2.6","A","695-1022"
"EGFR","NP_958440.1","P00533 ","1MOX","X-ray","2.5","A/B","25-525"
"EGFR","NP_958440.1","P00533 ","1NQL","X-ray","2.8","A","25-642"
"EGFR","NP_958440.1","P00533 ","1XKK","X-ray","2.4","A","695-1022"
"EGFR","NP_958440.1","P00533 ","1YY9","X-ray","2.6","A","25-642"
"EGFR","NP_958440.1","P00533 ","1Z9I","NMR","-","A","669-721"
"EGFR","NP_958440.1","P00533 ","2EB2","X-ray","2.5","A","695-1022"
"EGFR","NP_958440.1","P00533 ","2EB3","X-ray","2.84","A","695-1022"
"EGFR","NP_958440.1","P00533 ","2EXP","model","-","A","311-326"
"EGFR","NP_958440.1","P00533 ","2EXQ","model","-","A","27-536"
"EGFR","NP_958440.1","P00533 ","2GS2","X-ray","2.8","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2GS6","X-ray","2.6","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2GS7","X-ray","2.6","A/B","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITN","X-ray","2.47","A","696-1019"
"EGFR","NP_958440.1","P00533 ","2ITO","X-ray","3.25","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITP","X-ray","2.74","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITQ","X-ray","2.68","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITT","X-ray","2.73","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITU","X-ray","2.8","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITV","X-ray","2.47","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITW","X-ray","2.88","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITX","X-ray","2.98","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITY","X-ray","3.42","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2ITZ","X-ray","2.72","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2J5E","X-ray","3.1","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2J5F","X-ray","3","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2J6M","X-ray","3.1","A","696-1022"
"EGFR","NP_958440.1","P00533 ","2JIT","X-ray","3.1","A/B","696-1022"
"EGFR","NP_958440.1","P00533 ","2JIU","X-ray","3.05","A/B","695-1022"
"EGFR","NP_958440.1","P00533 ","2JIV","X-ray","3.5","A/B","695-1022"
"EGFR","NP_958440.1","P00533 ","2RF9","X-ray","3.5","A/B","696-1022"
"EGFR","NP_958440.1","P00533 ","2RFD","X-ray","3.6","A/B","702-1022"
"EGFR","NP_958440.1","P00533 ","2RFE","X-ray","2.9","A/B/C/D","702-1022"
"EGFR","NP_958440.1","P00533 ","2RGP","X-ray","2","A","702-1016"
"EGFR","NP_958440.1","P00533 ","3B2U","X-ray","2.58","A/B/E/I/M/P/S/V","335-538"
"EGFR","NP_958440.1","P00533 ","3B2V","X-ray","3.3","A","25-642"
"EGFR","NP_958440.1","P00533 ","3BEL","X-ray","2.3","A","702-1016"
"EGFR","NP_958440.1","P00533 ","3BUO","X-ray","2.6","A/C","1063-1075"
"EGFR","NP_958440.1","P00533 ","3C09","X-ray","3.2","A/D","335-538"
"EGFR","NP_958440.1","P00533 ","3G5V","X-ray","2","C","311-326"
"EGFR","NP_958440.1","P00533 ","3G5Y","X-ray","1.59","E","311-326"
"EGFR","NP_958440.1","P00533 ","3GOP","X-ray","2.8","A","669-1022"
"EGFR","NP_958440.1","P00533 ","3GT8","X-ray","2.96","A/B/C/D","696-1022"
"EGFR","NP_958440.1","P00533 ","3IKA","X-ray","2.9","A/B","694-1022"
"EGFR","NP_958441.1","P00533 ","1DNQ","model","-","A","25-336"
"EGFR","NP_958441.1","P00533 ","1DNR","model","-","A","337-645"
"EGFR","NP_958441.1","P00533 ","1IVO","X-ray","3.3","A/B","25-646"
"EGFR","NP_958441.1","P00533 ","1M14","X-ray","2.6","A","695-1022"
"EGFR","NP_958441.1","P00533 ","1M17","X-ray","2.6","A","695-1022"
"EGFR","NP_958441.1","P00533 ","1MOX","X-ray","2.5","A/B","25-525"
"EGFR","NP_958441.1","P00533 ","1NQL","X-ray","2.8","A","25-642"
"EGFR","NP_958441.1","P00533 ","1XKK","X-ray","2.4","A","695-1022"
"EGFR","NP_958441.1","P00533 ","1YY9","X-ray","2.6","A","25-642"
"EGFR","NP_958441.1","P00533 ","1Z9I","NMR","-","A","669-721"
"EGFR","NP_958441.1","P00533 ","2EB2","X-ray","2.5","A","695-1022"
"EGFR","NP_958441.1","P00533 ","2EB3","X-ray","2.84","A","695-1022"
"EGFR","NP_958441.1","P00533 ","2EXP","model","-","A","311-326"
"EGFR","NP_958441.1","P00533 ","2EXQ","model","-","A","27-536"
"EGFR","NP_958441.1","P00533 ","2GS2","X-ray","2.8","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2GS6","X-ray","2.6","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2GS7","X-ray","2.6","A/B","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITN","X-ray","2.47","A","696-1019"
"EGFR","NP_958441.1","P00533 ","2ITO","X-ray","3.25","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITP","X-ray","2.74","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITQ","X-ray","2.68","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITT","X-ray","2.73","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITU","X-ray","2.8","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITV","X-ray","2.47","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITW","X-ray","2.88","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITX","X-ray","2.98","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITY","X-ray","3.42","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2ITZ","X-ray","2.72","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2J5E","X-ray","3.1","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2J5F","X-ray","3","A","696-1022"
